request;permission;role
I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.;microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;NONE
I need to manage all aspects of Azure Information Protection.;microsoft.azure.informationProtection/allEntities/allTasks;Azure Information Protection Administrator
I need to manage all aspects of Azure Information Protection.;microsoft.azure.informationProtection/allEntities/allTasks;Azure Information Protection Administrator
I need to manage all aspects of Azure Information Protection.;microsoft.azure.informationProtection/allEntities/allTasks;Azure Information Protection Administrator
I need to manage all aspects of Azure Information Protection.;microsoft.azure.informationProtection/allEntities/allTasks;Azure Information Protection Administrator
I need to manage all aspects of Azure Information Protection.;microsoft.azure.informationProtection/allEntities/allTasks;Azure Information Protection Administrator
I need to read standard properties of all resources in the Security and Compliance centers.;microsoft.directory/auditLogs/allProperties/read;Security Reader
I need to read standard properties of all resources in the Security and Compliance centers.;microsoft.directory/auditLogs/allProperties/read;Security Reader
I need to read standard properties of all resources in the Security and Compliance centers.;microsoft.directory/auditLogs/allProperties/read;Security Reader
I need to read standard properties of all resources in the Security and Compliance centers.;microsoft.directory/auditLogs/allProperties/read;Security Reader
I need to read standard properties of all resources in the Security and Compliance centers.;microsoft.directory/auditLogs/allProperties/read;Security Reader
I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.;microsoft.directory/devices/extensionAttributeSet3/update;Device Manager
I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.;microsoft.directory/devices/extensionAttributeSet3/update;Device Manager
I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.;microsoft.directory/devices/extensionAttributeSet3/update;Device Manager
I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.;microsoft.directory/devices/extensionAttributeSet3/update;Device Manager
I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.;microsoft.directory/devices/extensionAttributeSet3/update;Device Manager
I need to update authentication properties on service principals.;microsoft.directory/servicePrincipals/authentication/update;Service Principal Admin
I need to update authentication properties on service principals.;microsoft.directory/servicePrincipals/authentication/update;Service Principal Admin
I need to update authentication properties on service principals.;microsoft.directory/servicePrincipals/authentication/update;Service Principal Admin
I need to update authentication properties on service principals.;microsoft.directory/servicePrincipals/authentication/update;Service Principal Admin
I need to update authentication properties on service principals.;microsoft.directory/servicePrincipals/authentication/update;Service Principal Admin
I need to update basic properties on devices.;microsoft.directory/devices/basic/update;Device Manager
I need to update basic properties on devices.;microsoft.directory/devices/basic/update;Device Manager
I need to update basic properties on devices.;microsoft.directory/devices/basic/update;Device Manager
I need to update basic properties on devices.;microsoft.directory/devices/basic/update;Device Manager
I need to update basic properties on devices.;microsoft.directory/devices/basic/update;Device Manager
I need to read service principal role assignments.;microsoft.directory/servicePrincipals/appRoleAssignments/read;Directory Reader
I need to read service principal role assignments.;microsoft.directory/servicePrincipals/appRoleAssignments/read;Directory Reader
I need to read service principal role assignments.;microsoft.directory/servicePrincipals/appRoleAssignments/read;Directory Reader
I need to read service principal role assignments.;microsoft.directory/servicePrincipals/appRoleAssignments/read;Directory Reader
I need to read service principal role assignments.;microsoft.directory/servicePrincipals/appRoleAssignments/read;Directory Reader
I need to disable users.;microsoft.directory/users/disable;NONE
I need to disable users.;microsoft.directory/users/disable;NONE
I need to disable users.;microsoft.directory/users/disable;NONE
I need to disable users.;microsoft.directory/users/disable;NONE
I need to disable users.;microsoft.directory/users/disable;NONE
I need to update basic federation configuration for domains.;microsoft.directory/domains/federationConfiguration/basic/update;NONE
I need to update basic federation configuration for domains.;microsoft.directory/domains/federationConfiguration/basic/update;NONE
I need to update basic federation configuration for domains.;microsoft.directory/domains/federationConfiguration/basic/update;NONE
I need to update basic federation configuration for domains.;microsoft.directory/domains/federationConfiguration/basic/update;NONE
I need to update basic federation configuration for domains.;microsoft.directory/domains/federationConfiguration/basic/update;NONE
I need to read trusted certificate authorities for passwordless authentication.;microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;NONE
I need to read trusted certificate authorities for passwordless authentication.;microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;NONE
I need to read trusted certificate authorities for passwordless authentication.;microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;NONE
I need to read trusted certificate authorities for passwordless authentication.;microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;NONE
I need to read trusted certificate authorities for passwordless authentication.;microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;NONE
I need to read the eligible members of Microsoft Entra roles.;microsoft.directory/directoryRoles/eligibleMembers/read;NONE
I need to read the eligible members of Microsoft Entra roles.;microsoft.directory/directoryRoles/eligibleMembers/read;NONE
I need to read the eligible members of Microsoft Entra roles.;microsoft.directory/directoryRoles/eligibleMembers/read;NONE
I need to read the eligible members of Microsoft Entra roles.;microsoft.directory/directoryRoles/eligibleMembers/read;NONE
I need to read the eligible members of Microsoft Entra roles.;microsoft.directory/directoryRoles/eligibleMembers/read;NONE
I need to read application role assignments of groups.;microsoft.directory/groups/appRoleAssignments/read;NONE
I need to read application role assignments of groups.;microsoft.directory/groups/appRoleAssignments/read;NONE
I need to read application role assignments of groups.;microsoft.directory/groups/appRoleAssignments/read;NONE
I need to read application role assignments of groups.;microsoft.directory/groups/appRoleAssignments/read;NONE
I need to read application role assignments of groups.;microsoft.directory/groups/appRoleAssignments/read;NONE
I need to read all properties for Defender for Cloud Apps.;microsoft.directory/cloudAppSecurity/allProperties/allTasks;Cloud App Security Administrator
I need to read all properties for Defender for Cloud Apps.;microsoft.directory/cloudAppSecurity/allProperties/allTasks;Cloud App Security Administrator
I need to read all properties for Defender for Cloud Apps.;microsoft.directory/cloudAppSecurity/allProperties/allTasks;Cloud App Security Administrator
I need to read all properties for Defender for Cloud Apps.;microsoft.directory/cloudAppSecurity/allProperties/allTasks;Cloud App Security Administrator
I need to read all properties for Defender for Cloud Apps.;microsoft.directory/cloudAppSecurity/allProperties/allTasks;Cloud App Security Administrator
I need to manage all aspects of Microsoft 365 Backup.;microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
I need to manage all aspects of Microsoft 365 Backup.;microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
I need to manage all aspects of Microsoft 365 Backup.;microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
I need to manage all aspects of Microsoft 365 Backup.;microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
I need to manage all aspects of Microsoft 365 Backup.;microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
I need to read and update what's new messages visibility.;microsoft.office365.messageCenter/messages/read;Message Center Reader
I need to read and update what's new messages visibility.;microsoft.office365.messageCenter/messages/read;Message Center Reader
I need to read and update what's new messages visibility.;microsoft.office365.messageCenter/messages/read;Message Center Reader
I need to read and update what's new messages visibility.;microsoft.office365.messageCenter/messages/read;Message Center Reader
I need to read and update what's new messages visibility.;microsoft.office365.messageCenter/messages/read;Message Center Reader
I need to update extension properties on applications.;microsoft.directory/applications/extensionProperties/update;Application Developer
I need to update extension properties on applications.;microsoft.directory/applications/extensionProperties/update;Application Developer
I need to update extension properties on applications.;microsoft.directory/applications/extensionProperties/update;Application Developer
I need to update extension properties on applications.;microsoft.directory/applications/extensionProperties/update;Application Developer
I need to update extension properties on applications.;microsoft.directory/applications/extensionProperties/update;Application Developer
I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;NONE
I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;NONE
I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;NONE
I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;NONE
I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;NONE
I need to read the group memberships on service principals.;microsoft.directory/servicePrincipals/memberOf/read;NONE
I need to read the group memberships on service principals.;microsoft.directory/servicePrincipals/memberOf/read;Directory Reader
I need to read the group memberships on service principals.;microsoft.directory/servicePrincipals/memberOf/read;Directory Reader
I need to read the group memberships on service principals.;microsoft.directory/servicePrincipals/memberOf/read;Directory Reader
I need to read the group memberships on service principals.;microsoft.directory/servicePrincipals/memberOf/read;NONE
I need to disable devices in Microsoft Entra ID.;microsoft.directory/devices/disable;IoT Device Administrator
I need to disable devices in Microsoft Entra ID.;microsoft.directory/devices/disable;IoT Device Administrator
I need to disable devices in Microsoft Entra ID.;microsoft.directory/devices/disable;IoT Device Administrator
I need to disable devices in Microsoft Entra ID.;microsoft.directory/devices/disable;IoT Device Administrator
I need to disable devices in Microsoft Entra ID.;microsoft.directory/devices/disable;IoT Device Administrator
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups.security/update;NONE
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups.security/update;NONE
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups.security/update;NONE
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups.security/update;NONE
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups.security/update;NONE
I need to update all application proxy properties.;microsoft.directory/applications/applicationProxy/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/applicationProxy/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/applicationProxy/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/applicationProxy/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/applicationProxy/update;Application Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.edge/allEntities/allProperties/allTasks;Edge Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.edge/allEntities/allProperties/allTasks;Edge Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.edge/allEntities/allProperties/allTasks;Edge Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.edge/allEntities/allProperties/allTasks;Edge Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.edge/allEntities/allProperties/allTasks;Edge Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.azure.print/printers/allProperties/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.azure.print/printers/allProperties/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.azure.print/printers/allProperties/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.azure.print/printers/allProperties/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.azure.print/printers/allProperties/read;Printer Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
I need to update applicationsverification property.;microsoft.directory/applications/verification/update;NONE
I need to update applicationsverification property.;microsoft.directory/applications/verification/update;NONE
I need to update applicationsverification property.;microsoft.directory/applications/verification/update;NONE
