request;permission;role
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups/basic/update;Groups Administrator
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups/basic/update;Groups Administrator
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups/basic/update;Groups Administrator
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups/basic/update;Groups Administrator
I need to update basic properties on Security groups, excluding role-assignable groups.;microsoft.directory/groups/basic/update;Groups Administrator
I need to update all application proxy properties.;microsoft.directory/applications/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/update;Application Administrator
I need to update all application proxy properties.;microsoft.directory/applications/update;Application Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.graph.deviceManagement.manage;Intune Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.graph.deviceManagement.manage;Intune Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.graph.deviceManagement.manage;Intune Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.graph.deviceManagement.manage;Intune Administrator
I need to manage all aspects of Microsoft Edge.;microsoft.graph.deviceManagement.manage;Intune Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.graph.printer/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.graph.printer/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.graph.printer/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.graph.printer/read;Printer Administrator
I need to read all properties of printers in Microsoft Print.;microsoft.graph.printer/read;Printer Administrator
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/allProperties/read;Access Reviewer
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/allProperties/read;Access Reviewer
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/allProperties/read;Access Reviewer
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/allProperties/read;Access Reviewer
I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.;microsoft.directory/accessReviews/allProperties/read;Access Reviewer
I need to update applicationsverification property.;microsoft.directory/applications/verifiedPublisher/update;Application Admin
I need to update applicationsverification property.;microsoft.directory/applications/verifiedPublisher/update;Application Admin
I need to update applicationsverification property.;microsoft.directory/applications/verifiedPublisher/update;Application Admin
I need to update applicationsverification property.;microsoft.directory/applications/verifiedPublisher/update;Application Admin
I need to update applicationsverification property.;microsoft.directory/applications/verifiedPublisher/update;Application Admin
I need to manage all aspects of Power Apps.;microsoft.powerapp/environments/manage;Power Apps Administrator
I need to manage all aspects of Power Apps.;microsoft.powerapp/environments/manage;Power Apps Administrator
I need to manage all aspects of Power Apps.;microsoft.powerapp/environments/manage;Power Apps Administrator
I need to manage all aspects of Power Apps.;microsoft.powerapp/environments/manage;Power Apps Administrator
I need to manage all aspects of Power Apps.;microsoft.powerapp/environments/manage;Power Apps Administrator
I need to read and configure key sets in Azure Active Directory B2C.;microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Contributor
I need to read and configure key sets in Azure Active Directory B2C.;microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Contributor
I need to read and configure key sets in Azure Active Directory B2C.;microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Contributor
I need to read and configure key sets in Azure Active Directory B2C.;microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Contributor
I need to read and configure key sets in Azure Active Directory B2C.;microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Contributor
I need to read aspects of Microsoft Graph Data Connect.;MicrosoftGraph.read;Microsoft Graph Data Connect Reader
I need to read aspects of Microsoft Graph Data Connect.;MicrosoftGraph.read;Microsoft Graph Data Connect Reader
I need to read aspects of Microsoft Graph Data Connect.;MicrosoftGraph.read;Microsoft Graph Data Connect Reader
I need to read aspects of Microsoft Graph Data Connect.;MicrosoftGraph.read;Microsoft Graph Data Connect Reader
I need to read aspects of Microsoft Graph Data Connect.;MicrosoftGraph.read;Microsoft Graph Data Connect Reader
I need to delete application policies.;microsoft.directory/policies/delete;Policy Admin
I need to delete application policies.;microsoft.directory/policies/delete;Policy Admin
I need to delete application policies.;microsoft.directory/policies/delete;Policy Admin
I need to delete application policies.;microsoft.directory/policies/delete;Policy Admin
I need to delete application policies.;microsoft.directory/policies/delete;Policy Admin
I need to read provisioning settings associated with the application object.;microsoft.directory/applications/provisioningSettings/read;Application Administrator
I need to read provisioning settings associated with the application object.;microsoft.directory/applications/provisioningSettings/read;Application Administrator
I need to read provisioning settings associated with the application object.;microsoft.directory/applications/provisioningSettings/read;Application Administrator
I need to read provisioning settings associated with the application object.;microsoft.directory/applications/provisioningSettings/read;Application Administrator
I need to read provisioning settings associated with the application object.;microsoft.directory/applications/provisioningSettings/read;Application Administrator
I need to update tags of applications.;microsoft.directory/applications/update;Application Administrator
I need to update tags of applications.;microsoft.directory/applications/update;Application Administrator
I need to update tags of applications.;microsoft.directory/applications/update;Application Administrator
I need to update tags of applications.;microsoft.directory/applications/update;Application Administrator
I need to update tags of applications.;microsoft.directory/applications/update;Application Administrator
I need to create IoT Device from Internet of Things (IoT) device templates.;microsoft.devices/iotHubs/devices/write;IoT Hub Contributor
