request;permission;role;Candidate_Roles
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup MUA Admin;Backup MUA Admin(26), Backup Contributor(86), Backup Operator(102)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor;Data Box Contributor(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Avere Contributor(23), Backup Contributor(86), Backup Operator(102)
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor;Data Box Contributor(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Avere Contributor(23), Backup Contributor(86), Backup Operator(102)
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor;Data Box Contributor(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Avere Contributor(23), Backup Contributor(86), Backup Operator(102)
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor;Data Box Contributor(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Avere Contributor(23), Backup Contributor(86), Backup Operator(102)
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor;Data Box Contributor(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Avere Contributor(23), Backup Contributor(86), Backup Operator(102)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader;Elastic SAN Reader(5), Data Box Contributor(6), Elastic SAN Owner(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Backup MUA Admin(26)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader;Elastic SAN Reader(5), Data Box Contributor(6), Elastic SAN Owner(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Backup MUA Admin(26)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader;Elastic SAN Reader(5), Data Box Contributor(6), Elastic SAN Owner(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Backup MUA Admin(26)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader;Elastic SAN Reader(5), Data Box Contributor(6), Elastic SAN Owner(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Backup MUA Admin(26)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader;Elastic SAN Reader(5), Data Box Contributor(6), Elastic SAN Owner(6), Classic Storage Account Contributor(7), Storage Account Contributor(9), Data Box Reader(10), Data Lake Analytics Developer(22), Backup MUA Admin(26)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Storage Account Backup Contributor(18)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Storage Account Backup Contributor(18)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Storage Account Backup Contributor(18)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Storage Account Backup Contributor(18)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Contributor;Storage Blob Data Contributor(9), Avere Operator(14), Storage Account Backup Contributor(18)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
