request;permission;role;Candidate_Roles
I need to insert, merge, or replace table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/add/action;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to get a virtual network subnet definition.;Microsoft.Network/virtualNetworks/subnets/read;Avere Contributor;Avere Contributor(23), Avere Operator(14)
I need to get a virtual network subnet definition.;Microsoft.Network/virtualNetworks/subnets/read;Avere Contributor;Avere Contributor(23), Avere Operator(14)
I need to get a virtual network subnet definition.;Microsoft.Network/virtualNetworks/subnets/read;Avere Contributor;Avere Contributor(23), Avere Operator(14)
I need to get a virtual network subnet definition.;Microsoft.Network/virtualNetworks/subnets/read;Avere Contributor;Avere Contributor(23), Avere Operator(14)
I need to get a virtual network subnet definition.;Microsoft.Network/virtualNetworks/subnets/read;Avere Contributor;Avere Contributor(23), Avere Operator(14)
I need to perform Backup for Protected Item.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action;Backup Operator;Backup Operator(102)
I need to perform Backup for Protected Item.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action;Backup Operator;Backup Operator(102)
I need to perform Backup for Protected Item.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action;Backup Operator;Backup Operator(102)
I need to perform Backup for Protected Item.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action;Backup Operator;Backup Operator(102)
I need to perform Backup for Protected Item.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action;Backup Operator;Backup Operator(102)
I need to get Status of Policy Operation.;Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to get Status of Policy Operation.;Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to get Status of Policy Operation.;Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to get Status of Policy Operation.;Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to get Status of Policy Operation.;Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator;Backup Operator(102)
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator;Backup Operator(102)
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator;Backup Operator(102)
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator;Backup Operator(102)
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator;Backup Operator(102)
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Contributor;Storage Table Data Contributor(8), Storage Table Data Reader(2)
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Contributor;Storage Table Data Contributor(8), Storage Table Data Reader(2)
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Contributor;Storage Table Data Contributor(8), Storage Table Data Reader(2)
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Contributor;Storage Table Data Contributor(8), Storage Table Data Reader(2)
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Contributor;Storage Table Data Contributor(8), Storage Table Data Reader(2)
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor;Storage File Data Privileged Contributor(6)
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor;Storage File Data Privileged Contributor(6)
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor;Storage File Data Privileged Contributor(6)
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor;Storage File Data Privileged Contributor(6)
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor;Storage File Data Privileged Contributor(6)
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor;Storage Queue Data Contributor(7), Storage Queue Data Message Processor(2), Storage Queue Data Reader(2)
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor;Storage Queue Data Contributor(7), Storage Queue Data Message Processor(2), Storage Queue Data Reader(2)
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor;Storage Queue Data Contributor(7), Storage Queue Data Message Processor(2), Storage Queue Data Reader(2)
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor;Storage Queue Data Contributor(7), Storage Queue Data Message Processor(2), Storage Queue Data Reader(2)
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor;Storage Queue Data Contributor(7), Storage Queue Data Message Processor(2), Storage Queue Data Reader(2)
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to create and update a support ticket.;Microsoft.Support/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Avere Contributor(23), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6)
I need to create and update a support ticket.;Microsoft.Support/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Avere Contributor(23), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6)
I need to create and update a support ticket.;Microsoft.Support/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Avere Contributor(23), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6)
I need to create and update a support ticket.;Microsoft.Support/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Avere Contributor(23), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6)
I need to create and update a support ticket.;Microsoft.Support/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Avere Contributor(23), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin;Backup MUA Admin(26), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin;Backup MUA Admin(26), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin;Backup MUA Admin(26), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin;Backup MUA Admin(26), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin;Backup MUA Admin(26), Data Lake Analytics Developer(22), Data Box Reader(10), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;Backup Operator;Backup Operator(102)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;Backup Contributor;Backup Contributor(86)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner;Storage Blob Data Owner(3)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
