request;permission;role
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator
I need to restore Recovery Points for Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action;Backup Operator
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to create a registered container.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data SMB Share Contributor
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data SMB Share Contributor
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data SMB Share Contributor
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data SMB Share Contributor
I need to write File Backup Semantics Privilege.;Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data SMB Share Contributor
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Defender for Storage Data Scanner
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Defender for Storage Data Scanner
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Defender for Storage Data Scanner
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Defender for Storage Data Scanner
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Defender for Storage Data Scanner
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Contributor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Contributor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Contributor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Contributor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Contributor
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;NONE
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;NONE
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;NONE
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;NONE
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;NONE
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;NONE
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;NONE
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;NONE
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;NONE
I need to return all Recovery Points.;Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;NONE
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Contributor
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Contributor
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Contributor
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Contributor
I need to create and manage items which can be backed up.;Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/write;Backup Contributor
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor
I need to create and update a support ticket.;Microsoft.Support/*;Data Box Contributor
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to return the result of deleting a file/folder.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
I need to trigger restore on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Classic Storage Account Contributor
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Classic Storage Account Contributor
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Classic Storage Account Contributor
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Classic Storage Account Contributor
I need to get AccessToken for Cross Region Restore.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Classic Storage Account Contributor
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader
I need to list all backup Protection Intents.;Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Reader
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;NONE
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;NONE
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;NONE
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;NONE
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner
I need full permissions on blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/*;Storage Blob Data Owner
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Operator
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Operator
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Operator
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Operator
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Operator
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to modify a container's metadata or properties.;Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Blob Data Owner
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Reader
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Storage Blob Data Reader
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Storage Blob Data Reader
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Storage Blob Data Reader
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Storage Blob Data Reader
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Storage Blob Data Reader
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Operator
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Operator
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Operator
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Operator
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Operator
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;NONE
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;NONE
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;NONE
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;NONE
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;NONE
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Reader and Data Access
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Reader and Data Access
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Reader and Data Access
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Reader and Data Access
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Reader and Data Access
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;NONE
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Message Processor
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Message Processor
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Message Processor
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Message Processor
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Message Processor
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Classic Storage Account Contributor
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Classic Storage Account Contributor
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Classic Storage Account Contributor
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Classic Storage Account Contributor
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Classic Storage Account Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
