request;permission;role
I need to write File Backup Semantics Privilege.;NONE;NONE
I need to write File Backup Semantics Privilege.;NONE;NONE
I need to write File Backup Semantics Privilege.;NONE;NONE
I need to write File Backup Semantics Privilege.;NONE;NONE
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Contributor
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Contributor
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Contributor
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Contributor
I need to unlink a Storage account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Delete;Data Lake Analytics Contributor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to peek a message.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Message Processor
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/backup/action;NONE
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/backup/action;NONE
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/backup/action;NONE
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/backup/action;NONE
I need to create a Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/backup/action;NONE
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/subscriptions/providers/resourceGuards/read;Backup Contributor
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/subscriptions/providers/resourceGuards/read;Backup Contributor
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/subscriptions/providers/resourceGuards/read;Backup Contributor
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/subscriptions/providers/resourceGuards/read;Backup Contributor
I need to update an Azure resource of type 'ResourceGuard'.;Microsoft.DataProtection/subscriptions/providers/resourceGuards/read;Backup Contributor
I need to return all Recovery Points.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read;Backup Reader
I need to return all Recovery Points.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read;Backup Reader
I need to return all Recovery Points.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read;Backup Reader
I need to return all Recovery Points.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read;Backup Reader
I need to return all Recovery Points.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read;Backup Reader
I need to create and manage items which can be backed up.;Microsoft.DataProtection/*/resourceGuards/write;Backup MUA Admin
I need to create and manage items which can be backed up.;Microsoft.DataProtection/*/resourceGuards/write;Backup MUA Admin
I need to create and manage items which can be backed up.;Microsoft.DataProtection/*/resourceGuards/write;Backup MUA Admin
I need to create and manage items which can be backed up.;Microsoft.DataProtection/*/resourceGuards/write;Backup MUA Admin
I need to create and manage items which can be backed up.;Microsoft.DataProtection/*/resourceGuards/write;Backup MUA Admin
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to trigger cross region restore operation on given backup instance.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;NONE
I need to create and update a support ticket.;NONE;NONE
I need to create and update a support ticket.;NONE;NONE
I need to create and update a support ticket.;NONE;NONE
I need to create and update a support ticket.;NONE;NONE
I need to create and update a support ticket.;NONE;NONE
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to get the availability statuses for all resources in the specified scope.;Microsoft.ResourceHealth/availabilityStatuses/read;Elastic SAN Reader
I need to return the result of deleting a file/folder.;NONE;NONE
I need to return the result of deleting a file/folder.;NONE;NONE
I need to return the result of deleting a file/folder.;NONE;NONE
I need to return the result of deleting a file/folder.;NONE;NONE
I need to return the result of deleting a file/folder.;NONE;NONE
I need to trigger restore on the Backup Instance.;NONE;NONE
I need to trigger restore on the Backup Instance.;NONE;NONE
I need to trigger restore on the Backup Instance.;NONE;NONE
I need to trigger restore on the Backup Instance.;NONE;NONE
I need to trigger restore on the Backup Instance.;NONE;NONE
I need to get AccessToken for Cross Region Restore.;NONE;NONE
I need to get AccessToken for Cross Region Restore.;NONE;NONE
I need to get AccessToken for Cross Region Restore.;NONE;NONE
I need to get AccessToken for Cross Region Restore.;NONE;NONE
I need to get AccessToken for Cross Region Restore.;NONE;NONE
I need to list all backup Protection Intents.;NONE;NONE
I need to list all backup Protection Intents.;NONE;NONE
I need to list all backup Protection Intents.;NONE;NONE
I need to list all backup Protection Intents.;NONE;NONE
I need to list all backup Protection Intents.;NONE;NONE
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupOperationResults/read;NONE
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupOperationResults/read;NONE
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupOperationResults/read;NONE
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupOperationResults/read;NONE
I need to return all Job Objects.;Microsoft.RecoveryServices/Vaults/backupOperationResults/read;NONE
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Reader
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Reader
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Reader
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Reader
I need to return Backup Operation Status for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Reader
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to check if the requested BackupVault Name is Available.;Microsoft.DataProtection/locations/checkNameAvailability/action;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need to create and manage registered identities.;Microsoft.RecoveryServices/Vaults/registeredIdentities/*;NONE
I need full permissions on blobs.;NONE;NONE
I need full permissions on blobs.;NONE;NONE
I need full permissions on blobs.;NONE;NONE
I need full permissions on blobs.;NONE;NONE
I need full permissions on blobs.;NONE;NONE
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to delete a blob.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Storage Blob Data Contributor
I need to modify a container's metadata or properties.;NONE;NONE
I need to modify a container's metadata or properties.;NONE;NONE
I need to modify a container's metadata or properties.;NONE;NONE
I need to modify a container's metadata or properties.;NONE;NONE
I need to modify a container's metadata or properties.;NONE;NONE
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;NONE
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;NONE
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;NONE
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;NONE
I need to export Jobs.;Microsoft.RecoveryServices/Vaults/backupJobsExport/action;NONE
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;NONE
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;NONE
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;NONE
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;NONE
I need to list soft-deleted Backup Instances in a Backup Vault.;Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;NONE
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Operator
I need to return the result of reading blob tags.;NONE;NONE
I need to return the result of reading blob tags.;NONE;NONE
I need to return the result of reading blob tags.;NONE;NONE
I need to return the result of reading blob tags.;NONE;NONE
I need to return the result of reading blob tags.;NONE;NONE
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;NONE
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;NONE
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;NONE
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;NONE
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;NONE
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;NONE
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;NONE
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;NONE
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;NONE
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;NONE
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
I need to return all registered containers.;NONE;NONE
I need to return all registered containers.;NONE;NONE
I need to return all registered containers.;NONE;NONE
I need to return all registered containers.;NONE;NONE
I need to return all registered containers.;NONE;NONE
I need to create and manage usage of Recovery Services vault.;NONE;NONE
I need to create and manage usage of Recovery Services vault.;NONE;NONE
I need to create and manage usage of Recovery Services vault.;NONE;NONE
I need to create and manage usage of Recovery Services vault.;NONE;NONE
I need to create and manage usage of Recovery Services vault.;NONE;NONE
I need to get information about a role definition.;NONE;NONE
I need to get information about a role definition.;NONE;NONE
I need to get information about a role definition.;NONE;NONE
I need to get information about a role definition.;NONE;NONE
I need to get information about a role definition.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE
I need to create and manage extended info related to vault.;NONE;NONE
I need to create and manage extended info related to vault.;NONE;NONE
I need to create and manage extended info related to vault.;NONE;NONE
I need to create and manage extended info related to vault.;NONE;NONE
I need to create and manage extended info related to vault.;NONE;NONE
I need to return a blob or a list of blobs.;NONE;NONE
I need to return a blob or a list of blobs.;NONE;NONE
I need to return a blob or a list of blobs.;NONE;NONE
I need to return a blob or a list of blobs.;NONE;NONE
I need to return a blob or a list of blobs.;NONE;NONE
I need to manage results of operation on backup management.;NONE;NONE
I need to manage results of operation on backup management.;NONE;NONE
I need to manage results of operation on backup management.;NONE;NONE
I need to manage results of operation on backup management.;NONE;NONE
I need to manage results of operation on backup management.;NONE;NONE
I need to delete one or more messages from a queue.;NONE;NONE
I need to delete one or more messages from a queue.;NONE;NONE
I need to delete one or more messages from a queue.;NONE;NONE
I need to delete one or more messages from a queue.;NONE;NONE
I need to delete one or more messages from a queue.;NONE;NONE
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator
I need to update an Azure resource of type 'Backup Vault'.;NONE;NONE
I need to update an Azure resource of type 'Backup Vault'.;NONE;NONE
I need to update an Azure resource of type 'Backup Vault'.;NONE;NONE
I need to update an Azure resource of type 'Backup Vault'.;NONE;NONE
I need to update an Azure resource of type 'Backup Vault'.;NONE;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;NONE
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/read;Storage Table Data Reader
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/read;Storage Table Data Reader
I need to get the feature of a subscription in a given resource provider.;NONE;NONE
I need to get the feature of a subscription in a given resource provider.;NONE;NONE
I need to get the feature of a subscription in a given resource provider.;NONE;NONE
I need to get the feature of a subscription in a given resource provider.;NONE;NONE
I need to get the feature of a subscription in a given resource provider.;NONE;NONE
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator
I need to get Result of Operation Performed on Protected Items.;NONE;NONE
I need to get Result of Operation Performed on Protected Items.;NONE;NONE
I need to get Result of Operation Performed on Protected Items.;NONE;NONE
I need to get Result of Operation Performed on Protected Items.;NONE;NONE
I need to get Result of Operation Performed on Protected Items.;NONE;NONE
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Message Sender
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Message Sender
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Message Sender
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Message Sender
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Message Sender
I need to create or update a linked Storage account of a DataLakeAnalytics account.;NONE;NONE
I need to create or update a linked Storage account of a DataLakeAnalytics account.;NONE;NONE
I need to create or update a linked Storage account of a DataLakeAnalytics account.;NONE;NONE
I need to create or update a linked Storage account of a DataLakeAnalytics account.;NONE;NONE
I need to create or update a linked Storage account of a DataLakeAnalytics account.;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;NONE;NONE
I need to return the list of available skus.;NONE;NONE
I need to return the list of available skus.;NONE;NONE
I need to return the list of available skus.;NONE;NONE
I need to return the list of available skus.;NONE;NONE
I need to return the list of available skus.;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;NONE;NONE
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/read;NONE
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/read;NONE
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/read;NONE
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/read;NONE
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/read;NONE
I need to return all containers belonging to the subscription.;NONE;NONE
I need to return all containers belonging to the subscription.;NONE;NONE
I need to return all containers belonging to the subscription.;NONE;NONE
I need to return all containers belonging to the subscription.;NONE;NONE
I need to return all containers belonging to the subscription.;NONE;NONE
I need to delete a DataLakeAnalytics account.;NONE;NONE
I need to delete a DataLakeAnalytics account.;NONE;NONE
I need to delete a DataLakeAnalytics account.;NONE;NONE
I need to delete a DataLakeAnalytics account.;NONE;NONE
I need to delete a DataLakeAnalytics account.;NONE;NONE
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/{operationName}/read;Backup MUA Operator
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/{operationName}/read;Backup MUA Operator
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/{operationName}/read;Backup MUA Operator
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/{operationName}/read;Backup MUA Operator
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/{operationName}/read;Backup MUA Operator
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor
I need to validate the shipping address and provide alternate addresses if any.;NONE;NONE
I need to validate the shipping address and provide alternate addresses if any.;NONE;NONE
I need to validate the shipping address and provide alternate addresses if any.;NONE;NONE
I need to validate the shipping address and provide alternate addresses if any.;NONE;NONE
I need to validate the shipping address and provide alternate addresses if any.;NONE;NONE
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;NONE
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;NONE
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;NONE
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;NONE
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;NONE
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/validateForBackup/action;NONE
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/validateForBackup/action;NONE
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/validateForBackup/action;NONE
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/validateForBackup/action;NONE
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/validateForBackup/action;NONE
I need to find Restorable Time Ranges.;NONE;NONE
I need to find Restorable Time Ranges.;NONE;NONE
I need to find Restorable Time Ranges.;NONE;NONE
I need to find Restorable Time Ranges.;NONE;NONE
I need to find Restorable Time Ranges.;NONE;NONE
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;NONE
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;NONE
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;NONE
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;NONE
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;NONE
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Contributor
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Contributor
