request;permission;role
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/adminConsentRequestPolicy/basic/update;Policy Admin
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/adminConsentRequestPolicy/basic/update;Policy Admin
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/tenants/basic/read;Directory Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/tenants/basic/read;Directory Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/tenants/basic/read;Directory Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/tenants/basic/read;Directory Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/tenants/basic/read;Directory Reader
"""I need to read owners of policies.""";microsoft.directory/policies/owners/read;Policy Reader
"""I need to read owners of policies.""";microsoft.directory/policies/owners/read;Policy Reader
"""I need to read owners of policies.""";microsoft.directory/policies/owners/read;Policy Reader
"""I need to read owners of policies.""";microsoft.directory/policies/owners/read;Policy Reader
"""I need to read owners of policies.""";microsoft.directory/policies/owners/read;Policy Reader
"""I need to grant consent for any permission to any application.""";microsoft.directory/applications/grantConsent;Global Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applications/grantConsent;Global Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applications/grantConsent;Global Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applications/grantConsent;Global Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applications/grantConsent;Global Administrator
"""I need to read all properties of directory roles.""";Directory.Read.All;Directory Reader
"""I need to read all properties of directory roles.""";Directory.Read.All;Directory Reader
"""I need to read all properties of directory roles.""";Directory.Read.All;Directory Reader
"""I need to read all properties of directory roles.""";Directory.Read.All;Directory Reader
"""I need to read all properties of directory roles.""";Directory.Read.All;Directory Reader
"""I need to read basic properties on an organization.""";Directory.Read.All;Directory Reader
"""I need to read basic properties on an organization.""";Directory.Read.All;Directory Reader
"""I need to read basic properties on an organization.""";Directory.Read.All;Directory Reader
"""I need to read basic properties on an organization.""";Directory.Read.All;Directory Reader
"""I need to read basic properties on an organization.""";Directory.Read.All;Directory Reader
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Application Administrator
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/basic/read;Policy Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/basic/read;Policy Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/basic/read;Policy Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/basic/read;Policy Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/basic/read;Policy Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva/insights/read;Viva Insights Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva/insights/read;Viva Insights Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva/insights/read;Viva Insights Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva/insights/read;Viva Insights Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva/insights/read;Viva Insights Reader
"""I need to update custom security attribute values for devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update custom security attribute values for devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update custom security attribute values for devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update custom security attribute values for devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update custom security attribute values for devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to read members of administrative units.""";Directory.Read.All;Directory Reader
"""I need to read members of administrative units.""";Directory.Read.All;Directory Reader
"""I need to read members of administrative units.""";Directory.Read.All;Directory Reader
"""I need to read members of administrative units.""";Directory.Read.All;Directory Reader
"""I need to read members of administrative units.""";Directory.Read.All;Directory Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.graph.report/allEntities/allTasks/read;Reports Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.graph.report/allEntities/allTasks/read;Reports Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.graph.report/allEntities/allTasks/read;Reports Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.graph.report/allEntities/allTasks/read;Reports Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.graph.report/allEntities/allTasks/read;Reports Reader
"""I need to read all properties of private network connectors.""";Microsoft.Network/privateEndpoints/read;Reader
"""I need to read all properties of private network connectors.""";Microsoft.Network/privateEndpoints/read;Reader
"""I need to read all properties of private network connectors.""";Microsoft.Network/privateEndpoints/read;Reader
"""I need to read all properties of private network connectors.""";Microsoft.Network/privateEndpoints/read;Reader
"""I need to read all properties of private network connectors.""";Microsoft.Network/privateEndpoints/read;Reader
"""I need to manage aspects of Microsoft Graph Data Connect.""";Microsoft.Directory/dataConnect/manage;Data Connect Admin
"""I need to manage aspects of Microsoft Graph Data Connect.""";Microsoft.Directory/dataConnect/manage;Data Connect Admin
"""I need to manage aspects of Microsoft Graph Data Connect.""";Microsoft.Directory/dataConnect/manage;Data Connect Admin
"""I need to manage aspects of Microsoft Graph Data Connect.""";Microsoft.Directory/dataConnect/manage;Data Connect Admin
"""I need to manage aspects of Microsoft Graph Data Connect.""";Microsoft.Directory/dataConnect/manage;Data Connect Admin
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/allTasks;Access Reviewer
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/allTasks;Access Reviewer
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/allTasks;Access Reviewer
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/allTasks;Access Reviewer
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/allTasks;Access Reviewer
"""I need to manage all aspects of attribute sets.""";microsoft.directory/attributeSets/allProperties/allTasks;Attribute Assignment Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/attributeSets/allProperties/allTasks;Attribute Assignment Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/attributeSets/allProperties/allTasks;Attribute Assignment Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/attributeSets/allProperties/allTasks;Attribute Assignment Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/attributeSets/allProperties/allTasks;Attribute Assignment Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.iotcentral/iotApps/certificates/delete;IoT Hub Data Contributor
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.iotcentral/iotApps/certificates/delete;IoT Hub Data Contributor
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.iotcentral/iotApps/certificates/delete;IoT Hub Data Contributor
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.iotcentral/iotApps/certificates/delete;IoT Hub Data Contributor
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.iotcentral/iotApps/certificates/delete;IoT Hub Data Contributor
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/update;Groups Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/update;Groups Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/update;Groups Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/update;Groups Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/update;Groups Administrator
"""I need to read basic properties on devices.""";Device.Read.All;Directory Reader
"""I need to read basic properties on devices.""";Device.Read.All;Directory Reader
"""I need to read basic properties on devices.""";Device.Read.All;Directory Reader
"""I need to read basic properties on devices.""";Device.Read.All;Directory Reader
"""I need to read basic properties on devices.""";Device.Read.All;Directory Reader
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.graph.printer/update;Printer Administrator
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.graph.printer/update;Printer Administrator
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.graph.printer/update;Printer Administrator
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.graph.printer/update;Printer Administrator
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.graph.printer/update;Printer Administrator
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Application Administrator
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Application Administrator
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Application Administrator
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Application Administrator
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Application Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/policies/conditionalAccess/create;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/policies/conditionalAccess/create;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/policies/conditionalAccess/create;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/policies/conditionalAccess/create;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/policies/conditionalAccess/create;Conditional Access Administrator
"""I need to manage all aspects of Dynamics 365.""";microsoft.directory/applications/allProperties/allTasks;Dynamics 365 Administrator
"""I need to manage all aspects of Dynamics 365.""";microsoft.directory/applications/allProperties/allTasks;Dynamics 365 Administrator
"""I need to manage all aspects of Dynamics 365.""";microsoft.directory/applications/allProperties/allTasks;Dynamics 365 Administrator
"""I need to manage all aspects of Dynamics 365.""";microsoft.directory/applications/allProperties/allTasks;Dynamics 365 Administrator
"""I need to manage all aspects of Dynamics 365.""";microsoft.directory/applications/allProperties/allTasks;Dynamics 365 Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to create all types of applications.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to create all types of applications.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to create all types of applications.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to create all types of applications.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/read;Security Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/read;Security Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/read;Security Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/read;Security Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/read;Security Reader
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/directory/feature/enable;Global Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/directory/feature/enable;Global Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/directory/feature/enable;Global Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/directory/feature/enable;Global Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/directory/feature/enable;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/policy/read;Information Protection Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/policy/read;Information Protection Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/policy/read;Information Protection Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/policy/read;Information Protection Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/policy/read;Information Protection Administrator
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.directory/directory/standard/read;Security Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.directory/directory/standard/read;Security Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.directory/directory/standard/read;Security Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.directory/directory/standard/read;Security Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.directory/directory/standard/read;Security Reader
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/update;Device Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Application Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Device Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Device Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Device Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Device Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Device Administrator
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Reader
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Reader
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Reader
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Reader
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Reader
"""I need to disable users.""";User.ReadWrite.All;User Administrator
"""I need to disable users.""";User.ReadWrite.All;User Administrator
"""I need to disable users.""";User.ReadWrite.All;User Administrator
"""I need to disable users.""";User.ReadWrite.All;User Administrator
"""I need to disable users.""";User.ReadWrite.All;User Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/update;Domain Name Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/update;Domain Name Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/update;Domain Name Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/update;Domain Name Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/update;Domain Name Administrator
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/trustedCertificateAuthorities/basic/read;Global Reader
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/trustedCertificateAuthorities/basic/read;Global Reader
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/trustedCertificateAuthorities/basic/read;Global Reader
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/trustedCertificateAuthorities/basic/read;Global Reader
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/trustedCertificateAuthorities/basic/read;Global Reader
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/roleEligibilitySchedules/read;Directory Reader
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/roleEligibilitySchedules/read;Directory Reader
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/roleEligibilitySchedules/read;Directory Reader
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/roleEligibilitySchedules/read;Directory Reader
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/roleEligibilitySchedules/read;Directory Reader
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Reader
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Reader
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Reader
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Reader
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.security/policies/read;Security Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.security/policies/read;Security Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.security/policies/read;Security Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.security/policies/read;Security Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.security/policies/read;Security Reader
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.directory/backup/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.directory/backup/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.directory/backup/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.directory/backup/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.directory/backup/allProperties/allTasks;Global Administrator
"""I need to read and update what's new messages visibility.""";microsoft.directory/whatsNewMessages/readWrite;Global Reader
"""I need to read and update what's new messages visibility.""";microsoft.directory/whatsNewMessages/readWrite;Global Reader
"""I need to read and update what's new messages visibility.""";microsoft.directory/whatsNewMessages/readWrite;Global Reader
"""I need to read and update what's new messages visibility.""";microsoft.directory/whatsNewMessages/readWrite;Global Reader
"""I need to read and update what's new messages visibility.""";microsoft.directory/whatsNewMessages/readWrite;Global Reader
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;Application Developer
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;Application Developer
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;Application Developer
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;Application Developer
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;Application Developer
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/policies/basic/update;Global Administrator
"""I need to read the group memberships on service principals.""";Directory.Read.All;Directory Reader
"""I need to read the group memberships on service principals.""";Directory.Read.All;Directory Reader
"""I need to read the group memberships on service principals.""";Directory.Read.All;Directory Reader
"""I need to read the group memberships on service principals.""";Directory.Read.All;Directory Reader
"""I need to read the group memberships on service principals.""";Directory.Read.All;Directory Reader
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/update;Application Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/update;Application Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/update;Application Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/update;Application Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/update;Application Administrator
"""I need to manage all aspects of Microsoft Edge.""";microsoft.graph.deviceManagement.readWrite.all;Intune Administrator
"""I need to manage all aspects of Microsoft Edge.""";microsoft.graph.deviceManagement.readWrite.all;Intune Administrator
"""I need to manage all aspects of Microsoft Edge.""";microsoft.graph.deviceManagement.readWrite.all;Intune Administrator
"""I need to manage all aspects of Microsoft Edge.""";microsoft.graph.deviceManagement.readWrite.all;Intune Administrator
"""I need to manage all aspects of Microsoft Edge.""";microsoft.graph.deviceManagement.readWrite.all;Intune Administrator
"""I need to read all properties of printers in Microsoft Print.""";microsoft.graph.printer/read;Printer Administrator
"""I need to read all properties of printers in Microsoft Print.""";microsoft.graph.printer/read;Printer Administrator
"""I need to read all properties of printers in Microsoft Print.""";microsoft.graph.printer/read;Printer Administrator
"""I need to read all properties of printers in Microsoft Print.""";microsoft.graph.printer/read;Printer Administrator
"""I need to read all properties of printers in Microsoft Print.""";microsoft.graph.printer/read;Printer Administrator
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/read;Access Reviewer
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/read;Access Reviewer
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/read;Access Reviewer
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/read;Access Reviewer
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/allProperties/read;Access Reviewer
"""I need to update applicationsverification property.""";microsoft.directory/applications/update;Application Administrator
"""I need to update applicationsverification property.""";microsoft.directory/applications/update;Application Administrator
"""I need to update applicationsverification property.""";microsoft.directory/applications/update;Application Administrator
"""I need to update applicationsverification property.""";microsoft.directory/applications/update;Application Administrator
"""I need to update applicationsverification property.""";microsoft.directory/applications/update;Application Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerapp/environments/manage;Power Apps Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerapp/environments/manage;Power Apps Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerapp/environments/manage;Power Apps Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerapp/environments/manage;Power Apps Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerapp/environments/manage;Power Apps Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.aadb2c/trustFrameworkKeySets/read;B2C IEF Keyset Administrator
"""I need to read aspects of Microsoft Graph Data Connect.""";MicrosoftGraph.read;Graph Data Connect Reader
"""I need to read aspects of Microsoft Graph Data Connect.""";MicrosoftGraph.read;Graph Data Connect Reader
