request;permission;role
"""I need to write File Backup Semantics Privilege.""";Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor
"""I need to write File Backup Semantics Privilege.""";Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor
"""I need to write File Backup Semantics Privilege.""";Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor
"""I need to write File Backup Semantics Privilege.""";Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor
"""I need to write File Backup Semantics Privilege.""";Microsoft.Storage/storageAccounts/fileServices/writeFileBackupSemantics/action;Storage File Data Privileged Contributor
"""I need to return Backup Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/read;Backup Reader
"""I need to return Backup Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/read;Backup Reader
"""I need to return Backup Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/read;Backup Reader
"""I need to return Backup Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/read;Backup Reader
"""I need to return Backup Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/read;Backup Reader
"""I need to peek a message.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor
"""I need to peek a message.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor
"""I need to peek a message.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor
"""I need to peek a message.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor
"""I need to peek a message.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/read;Storage Queue Data Contributor
"""I need to create a Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator
"""I need to create a Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator
"""I need to create a Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator
"""I need to create a Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator
"""I need to create a Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Operator
"""I need to update an Azure resource of type 'ResourceGuard'.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/write;Backup MUA Admin
"""I need to update an Azure resource of type 'ResourceGuard'.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/write;Backup MUA Admin
"""I need to update an Azure resource of type 'ResourceGuard'.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/write;Backup MUA Admin
"""I need to update an Azure resource of type 'ResourceGuard'.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/write;Backup MUA Admin
"""I need to update an Azure resource of type 'ResourceGuard'.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/write;Backup MUA Admin
"""I need to return all Recovery Points.""";Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator
"""I need to return all Recovery Points.""";Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator
"""I need to return all Recovery Points.""";Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator
"""I need to return all Recovery Points.""";Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator
"""I need to return all Recovery Points.""";Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read;Backup Operator
"""I need to create and manage items which can be backed up.""";Microsoft.RecoveryServices/Vaults/backupProtectableItems/*;Backup Operator
"""I need to create and manage items which can be backed up.""";Microsoft.RecoveryServices/Vaults/backupProtectableItems/*;Backup Operator
"""I need to create and manage items which can be backed up.""";Microsoft.RecoveryServices/Vaults/backupProtectableItems/*;Backup Operator
"""I need to create and manage items which can be backed up.""";Microsoft.RecoveryServices/Vaults/backupProtectableItems/*;Backup Operator
"""I need to create and manage items which can be backed up.""";Microsoft.RecoveryServices/Vaults/backupProtectableItems/*;Backup Operator
"""I need to trigger cross region restore operation on given backup instance.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator
"""I need to trigger cross region restore operation on given backup instance.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator
"""I need to trigger cross region restore operation on given backup instance.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator
"""I need to trigger cross region restore operation on given backup instance.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator
"""I need to trigger cross region restore operation on given backup instance.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/crossRegionRestore/action;Backup Operator
"""I need to create and update a support ticket.""";Microsoft.Support/*;Backup Operator
"""I need to create and update a support ticket.""";Microsoft.Support/*;Backup Operator
"""I need to create and update a support ticket.""";Microsoft.Support/*;Backup Operator
"""I need to create and update a support ticket.""";Microsoft.Support/*;Backup Operator
"""I need to create and update a support ticket.""";Microsoft.Support/*;Backup Operator
"""I need to get the availability statuses for all resources in the specified scope.""";Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin
"""I need to get the availability statuses for all resources in the specified scope.""";Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin
"""I need to get the availability statuses for all resources in the specified scope.""";Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin
"""I need to get the availability statuses for all resources in the specified scope.""";Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin
"""I need to get the availability statuses for all resources in the specified scope.""";Microsoft.ResourceHealth/availabilityStatuses/read;Backup MUA Admin
"""I need to return the result of deleting a file/folder.""";NONE;NONE
"""I need to return the result of deleting a file/folder.""";NONE;NONE
"""I need to return the result of deleting a file/folder.""";NONE;NONE
"""I need to return the result of deleting a file/folder.""";NONE;NONE
"""I need to return the result of deleting a file/folder.""";NONE;NONE
"""I need to trigger restore on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
"""I need to trigger restore on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
"""I need to trigger restore on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
"""I need to trigger restore on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
"""I need to trigger restore on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator
"""I need to get AccessToken for Cross Region Restore.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJob/action;Backup Operator
"""I need to get AccessToken for Cross Region Restore.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJob/action;Backup Operator
"""I need to get AccessToken for Cross Region Restore.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJob/action;Backup Operator
"""I need to get AccessToken for Cross Region Restore.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJob/action;Backup Operator
"""I need to get AccessToken for Cross Region Restore.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJob/action;Backup Operator
"""I need to list all backup Protection Intents.""";Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read;Backup Operator
"""I need to list all backup Protection Intents.""";Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read;Backup Operator
"""I need to list all backup Protection Intents.""";Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read;Backup Operator
"""I need to list all backup Protection Intents.""";Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read;Backup Operator
"""I need to list all backup Protection Intents.""";Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read;Backup Operator
"""I need to return all Job Objects.""";Microsoft.RecoveryServices/Vaults/backupJobs/read;Backup Reader
"""I need to return all Job Objects.""";Microsoft.RecoveryServices/Vaults/backupJobs/read;Backup Reader
"""I need to return all Job Objects.""";Microsoft.RecoveryServices/Vaults/backupJobs/read;Backup Reader
"""I need to return all Job Objects.""";Microsoft.RecoveryServices/Vaults/backupJobs/read;Backup Reader
"""I need to return all Job Objects.""";Microsoft.RecoveryServices/Vaults/backupJobs/read;Backup Reader
"""I need to return Backup Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Operator
"""I need to return Backup Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Operator
"""I need to return Backup Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Operator
"""I need to return Backup Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Operator
"""I need to return Backup Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupOperations/read;Backup Operator
"""I need to check if the requested BackupVault Name is Available.""";Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor
"""I need to check if the requested BackupVault Name is Available.""";Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor
"""I need to check if the requested BackupVault Name is Available.""";Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor
"""I need to check if the requested BackupVault Name is Available.""";Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor
"""I need to check if the requested BackupVault Name is Available.""";Microsoft.DataProtection/locations/checkNameAvailability/action;Backup Contributor
"""I need to create and manage registered identities.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator
"""I need to create and manage registered identities.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator
"""I need to create and manage registered identities.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator
"""I need to create and manage registered identities.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator
"""I need to create and manage registered identities.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator
"""I need full permissions on blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/*;Storage Blob Data Owner
"""I need full permissions on blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/*;Storage Blob Data Owner
"""I need full permissions on blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/*;Storage Blob Data Owner
"""I need full permissions on blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/*;Storage Blob Data Owner
"""I need full permissions on blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/*;Storage Blob Data Owner
"""I need to delete a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor
"""I need to delete a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor
"""I need to delete a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor
"""I need to delete a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor
"""I need to delete a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor
"""I need to modify a container's metadata or properties.""";Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor
"""I need to modify a container's metadata or properties.""";Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor
"""I need to modify a container's metadata or properties.""";Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor
"""I need to modify a container's metadata or properties.""";Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor
"""I need to modify a container's metadata or properties.""";Microsoft.Storage/storageAccounts/blobServices/containers/write;Storage Account Backup Contributor
"""I need to export Jobs.""";Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
"""I need to export Jobs.""";Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
"""I need to export Jobs.""";Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
"""I need to export Jobs.""";Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
"""I need to export Jobs.""";Microsoft.RecoveryServices/Vaults/backupJobsExport/action;Backup Operator
"""I need to list soft-deleted Backup Instances in a Backup Vault.""";Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator
"""I need to list soft-deleted Backup Instances in a Backup Vault.""";Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator
"""I need to list soft-deleted Backup Instances in a Backup Vault.""";Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator
"""I need to list soft-deleted Backup Instances in a Backup Vault.""";Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator
"""I need to list soft-deleted Backup Instances in a Backup Vault.""";Microsoft.DataProtection/backupVaults/deletedBackupInstances/read;Backup Operator
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.DataProtection/backupVaults/read;Backup Operator
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.DataProtection/backupVaults/read;Backup Operator
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.DataProtection/backupVaults/read;Backup Operator
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.DataProtection/backupVaults/read;Backup Operator
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.DataProtection/backupVaults/read;Backup Operator
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Operator
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Operator
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Operator
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Operator
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Operator
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Operator
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Operator
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Operator
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Operator
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Operator
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader
"""I need to list the unencrypted credentials related to the order.""";NONE;NONE
"""I need to list the unencrypted credentials related to the order.""";NONE;NONE
"""I need to list the unencrypted credentials related to the order.""";NONE;NONE
"""I need to list the unencrypted credentials related to the order.""";NONE;NONE
"""I need to list the unencrypted credentials related to the order.""";NONE;NONE
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/write;Backup Operator
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/write;Backup Operator
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/write;Backup Operator
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/write;Backup Operator
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/write;Backup Operator
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor
"""I need to manage results of operation on backup management.""";Microsoft.DataProtection/locations/operationResults/read;Backup Operator
"""I need to manage results of operation on backup management.""";Microsoft.DataProtection/locations/operationResults/read;Backup Operator
"""I need to manage results of operation on backup management.""";Microsoft.DataProtection/locations/operationResults/read;Backup Operator
"""I need to manage results of operation on backup management.""";Microsoft.DataProtection/locations/operationResults/read;Backup Operator
"""I need to manage results of operation on backup management.""";Microsoft.DataProtection/locations/operationResults/read;Backup Operator
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.RecoveryServices/Vaults/write;Backup Contributor
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator
"""I need to query tables.""";NONE;NONE
"""I need to query tables.""";NONE;NONE
"""I need to query tables.""";NONE;NONE
"""I need to query tables.""";NONE;NONE
"""I need to query tables.""";NONE;NONE
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin
"""I need to delete tables.""";NONE;NONE
"""I need to delete tables.""";NONE;NONE
"""I need to delete tables.""";NONE;NONE
"""I need to delete tables.""";NONE;NONE
