request;permission;role
"""I need to read basic properties on an organization.""";microsoft.directory/organization/basic/read;NONE
"""I need to disable service principals.""";NONE;NONE
"""I need to disable service principals.""";NONE;NONE
"""I need to disable service principals.""";NONE;NONE
"""I need to disable service principals.""";NONE;NONE
"""I need to disable service principals.""";NONE;NONE
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read all aspects of Viva Insights.""";NONE;NONE
"""I need to read all aspects of Viva Insights.""";NONE;NONE
"""I need to read all aspects of Viva Insights.""";NONE;NONE
"""I need to read all aspects of Viva Insights.""";NONE;NONE
"""I need to read all aspects of Viva Insights.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Global Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Global Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Global Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Global Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Global Administrator
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.insights/allEntities/allProperties/read;Global Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.insights/allEntities/allProperties/read;Global Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.insights/allEntities/allProperties/read;Global Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.insights/allEntities/allProperties/read;Global Reader
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.insights/allEntities/allProperties/read;Global Reader
"""I need to read all properties of private network connectors.""";microsoft.networkAccess/allEntities/allProperties/read;Global Reader
"""I need to read all properties of private network connectors.""";microsoft.networkAccess/allEntities/allProperties/read;Global Reader
"""I need to read all properties of private network connectors.""";microsoft.networkAccess/allEntities/allProperties/read;Global Reader
"""I need to read all properties of private network connectors.""";microsoft.networkAccess/allEntities/allProperties/read;Global Reader
"""I need to read all properties of private network connectors.""";microsoft.networkAccess/allEntities/allProperties/read;Global Reader
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;User Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;User Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;User Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;User Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;User Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/update;Attribute Provisioning Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/update;Attribute Provisioning Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/update;Attribute Provisioning Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/update;Attribute Provisioning Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/update;Attribute Provisioning Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Intune Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Intune Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Intune Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Intune Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Intune Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.print/printers/basic/update;NONE
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.print/printers/basic/update;NONE
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.print/printers/basic/update;NONE
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.print/printers/basic/update;NONE
"""I need to update basic properties of printers in Microsoft Print.""";microsoft.print/printers/basic/update;NONE
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to create all types of applications.""";microsoft.directory/applications/create;Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Application Administrator
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to perform the ``enable directory feature`` service action.""";NONE;NONE
"""I need to perform the ``enable directory feature`` service action.""";NONE;NONE
"""I need to perform the ``enable directory feature`` service action.""";NONE;NONE
"""I need to perform the ``enable directory feature`` service action.""";NONE;NONE
"""I need to perform the ``enable directory feature`` service action.""";NONE;NONE
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Global Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Global Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/allEntities/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/allEntities/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/allEntities/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/allEntities/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.informationProtection/allEntities/allTasks;NONE
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage;Global Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage;Global Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage;Global Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage;Global Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage;Global Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Intune Administrator
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to disable users.""";microsoft.directory/users/disable;User Administrator
"""I need to disable users.""";microsoft.directory/users/disable;User Administrator
"""I need to disable users.""";microsoft.directory/users/disable;User Administrator
"""I need to disable users.""";microsoft.directory/users/disable;User Administrator
"""I need to disable users.""";microsoft.directory/users/disable;User Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Global Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Global Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Global Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Global Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Global Administrator
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE
"""I need to update applicationsverification property.""";NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator
