request;permission;role
"""I need to deploy and manage programs in Insights app.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks;Cloud Application Administrator
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks;Cloud Application Administrator
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks;Cloud Application Administrator
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks;Cloud Application Administrator
"""I need to manage admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks;Cloud Application Administrator
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/standard/read;Security Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/standard/read;Security Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/standard/read;Security Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/standard/read;Security Reader
"""I need to read basic properties of a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/standard/read;Security Reader
"""I need to read owners of policies.""";microsoft.directory/policies/read;NONE
"""I need to read owners of policies.""";microsoft.directory/policies/read;NONE
"""I need to read owners of policies.""";microsoft.directory/policies/read;NONE
"""I need to read owners of policies.""";microsoft.directory/policies/read;NONE
"""I need to read owners of policies.""";microsoft.directory/policies/read;NONE
"""I need to grant consent for any permission to any application.""";microsoft.directory/applicationPolicies/standard/read;Global Secure Access Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applicationPolicies/standard/read;Global Secure Access Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applicationPolicies/standard/read;Global Secure Access Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applicationPolicies/standard/read;Global Secure Access Administrator
"""I need to grant consent for any permission to any application.""";microsoft.directory/applicationPolicies/standard/read;Global Secure Access Administrator
"""I need to read all properties of directory roles.""";microsoft.directory/directoryRoles/standard/read;Directory Readers
"""I need to read all properties of directory roles.""";microsoft.directory/directoryRoles/standard/read;Directory Readers
"""I need to read all properties of directory roles.""";microsoft.directory/directoryRoles/standard/read;Directory Readers
"""I need to read all properties of directory roles.""";microsoft.directory/directoryRoles/standard/read;Directory Readers
"""I need to read all properties of directory roles.""";microsoft.directory/directoryRoles/standard/read;Directory Readers
"""I need to read basic properties on an organization.""";microsoft.directory/organization/standard/read;Dynamics 365 Business Central Administrator
"""I need to read basic properties on an organization.""";microsoft.directory/organization/standard/read;Dynamics 365 Business Central Administrator
"""I need to read basic properties on an organization.""";microsoft.directory/organization/standard/read;Dynamics 365 Business Central Administrator
"""I need to read basic properties on an organization.""";microsoft.directory/organization/standard/read;Dynamics 365 Business Central Administrator
"""I need to read basic properties on an organization.""";microsoft.directory/organization/standard/read;Dynamics 365 Business Central Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Cloud Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Cloud Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Cloud Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Cloud Application Administrator
"""I need to disable service principals.""";microsoft.directory/servicePrincipals/disable;Cloud Application Administrator
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read policies.policyAppliedTo property.""";microsoft.directory/policies/allProperties/read;Global Reader
"""I need to read all aspects of Viva Insights.""";microsoft.viva.insights/allEntities/allProperties/read;NONE
"""I need to read all aspects of Viva Insights.""";microsoft.viva.insights/allEntities/allProperties/read;NONE
"""I need to read all aspects of Viva Insights.""";microsoft.viva.insights/allEntities/allProperties/read;NONE
"""I need to read all aspects of Viva Insights.""";microsoft.viva.insights/allEntities/allProperties/read;NONE
"""I need to read all aspects of Viva Insights.""";microsoft.viva.insights/allEntities/allProperties/read;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to update custom security attribute values for devices.""";NONE;NONE
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to create custom rules that define network locations.""";microsoft.directory/namedLocations/create;Conditional Access Administrator
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read members of administrative units.""";microsoft.directory/administrativeUnits/members/read;Directory Readers
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read analytics reports of content understanding in Microsoft 365 admin center.""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read all properties of private network connectors.""";microsoft.directory/connectors/allProperties/read;Global Secure Access Administrator
"""I need to read all properties of private network connectors.""";microsoft.directory/connectors/allProperties/read;Global Secure Access Administrator
"""I need to read all properties of private network connectors.""";microsoft.directory/connectors/allProperties/read;Global Secure Access Administrator
"""I need to read all properties of private network connectors.""";microsoft.directory/connectors/allProperties/read;Global Secure Access Administrator
"""I need to read all properties of private network connectors.""";microsoft.directory/connectors/allProperties/read;Global Secure Access Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/allTasks;Global Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;Identity Governance Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;Identity Governance Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;Identity Governance Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;Identity Governance Administrator
"""I need to manage access reviews of application role assignments in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/allTasks;Identity Governance Administrator
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/allTasks;NONE
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/allTasks;NONE
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/allTasks;NONE
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/allTasks;NONE
"""I need to manage all aspects of attribute sets.""";microsoft.directory/servicePrincipals/synchronization.customSecurityAttributes/schema/allTasks;NONE
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to delete certificate authority configurations for Internet of Things (IoT) device.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/delete;IoT Device Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Windows 365 Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Windows 365 Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Windows 365 Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Windows 365 Administrator
"""I need to update the dynamic membership rule on Security groups, excluding role-assignable groups.""";microsoft.directory/groups.security/dynamicMembershipRule/update;Windows 365 Administrator
"""I need to read basic properties on devices.""";microsoft.directory/devices/allProperties/read;Global Reader
"""I need to read basic properties on devices.""";microsoft.directory/devices/allProperties/read;Global Reader
"""I need to read basic properties on devices.""";microsoft.directory/devices/allProperties/read;Global Reader
"""I need to read basic properties on devices.""";microsoft.directory/devices/allProperties/read;Global Reader
"""I need to read basic properties on devices.""";microsoft.directory/devices/allProperties/read;Global Reader
"""I need to update basic properties of printers in Microsoft Print.""";NONE;NONE
"""I need to update basic properties of printers in Microsoft Print.""";NONE;NONE
"""I need to update basic properties of printers in Microsoft Print.""";NONE;NONE
"""I need to update basic properties of printers in Microsoft Print.""";NONE;NONE
"""I need to update basic properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to read all properties (including privileged properties) on all types of applications.""";microsoft.directory/applications/allProperties/read;Global Reader
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/standard/read;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/standard/read;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/standard/read;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/standard/read;Conditional Access Administrator
"""I need to create Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/standard/read;Conditional Access Administrator
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to manage all aspects of Dynamics 365.""";NONE;NONE
"""I need to create all types of applications.""";microsoft.directory/applications/create;Cloud Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Cloud Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Cloud Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Cloud Application Administrator
"""I need to create all types of applications.""";microsoft.directory/applications/create;Cloud Application Administrator
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to read all properties of Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/allProperties/read;Global Reader
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/authorizationPolicy/standard/read;Desktop Analytics Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/authorizationPolicy/standard/read;Desktop Analytics Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/authorizationPolicy/standard/read;Desktop Analytics Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/authorizationPolicy/standard/read;Desktop Analytics Administrator
"""I need to perform the ``enable directory feature`` service action.""";microsoft.directory/authorizationPolicy/standard/read;Desktop Analytics Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Security Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Security Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Security Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Security Administrator
"""I need to update Microsoft Entra B2B direct connect settings of the default cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update;Security Administrator
"""I need to manage all aspects of Azure Information Protection.""";microsoft.directory/applicationPolicies/allProperties/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.directory/applicationPolicies/allProperties/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.directory/applicationPolicies/allProperties/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.directory/applicationPolicies/allProperties/allTasks;NONE
"""I need to manage all aspects of Azure Information Protection.""";microsoft.directory/applicationPolicies/allProperties/allTasks;NONE
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to read standard properties of all resources in the Security and Compliance centers.""";microsoft.office365.securityComplianceCenter/allEntities/read;Global Reader
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/registeredOwners/update;Windows 365 Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/registeredOwners/update;Windows 365 Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/registeredOwners/update;Windows 365 Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/registeredOwners/update;Windows 365 Administrator
"""I need to update the extensionAttribute11 to extensionAttribute15 properties on devices.""";microsoft.directory/devices/registeredOwners/update;Windows 365 Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Cloud Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Cloud Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Cloud Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Cloud Application Administrator
"""I need to update authentication properties on service principals.""";microsoft.directory/servicePrincipals/authentication/update;Cloud Application Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Windows 365 Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Windows 365 Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Windows 365 Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Windows 365 Administrator
"""I need to update basic properties on devices.""";microsoft.directory/devices/basic/update;Windows 365 Administrator
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to read service principal role assignments.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/read;Directory Readers
"""I need to disable users.""";microsoft.directory/users/disable;Authentication Administrator
"""I need to disable users.""";microsoft.directory/users/disable;Authentication Administrator
"""I need to disable users.""";microsoft.directory/users/disable;Authentication Administrator
"""I need to disable users.""";microsoft.directory/users/disable;Authentication Administrator
"""I need to disable users.""";microsoft.directory/users/disable;Authentication Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Hybrid Identity Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Hybrid Identity Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Hybrid Identity Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Hybrid Identity Administrator
"""I need to update basic federation configuration for domains.""";microsoft.directory/domains/federationConfiguration/basic/update;Hybrid Identity Administrator
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read trusted certificate authorities for passwordless authentication.""";microsoft.directory/organization/trustedCAsForPasswordlessAuth/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.directory/cloudAppSecurity/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.directory/cloudAppSecurity/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.directory/cloudAppSecurity/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.directory/cloudAppSecurity/allProperties/read;Global Reader
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.directory/cloudAppSecurity/allProperties/read;Global Reader
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks;SharePoint Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks;SharePoint Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks;SharePoint Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks;SharePoint Administrator
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/oneDriveForBusinessProtectionPolicies/allProperties/allTasks;SharePoint Administrator
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperties/update;Directory Writers
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperties/update;Directory Writers
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperties/update;Directory Writers
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperties/update;Directory Writers
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperties/update;Directory Writers
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Security Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Security Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Security Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Security Administrator
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Security Administrator
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Cloud Device Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;Groups Administrator
"""I need to update all application proxy properties.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update all application proxy properties.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update all application proxy properties.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update all application proxy properties.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update all application proxy properties.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
